Frame, Frame Full, Scene, UI
1275, 0.016495, 0.001505, 9.5e-05
1276, 0.016495, 0.001505, 9.5e-05
1277, 0.016495, 0.001505, 9.5e-05
1278, 0.016495, 0.001505, 9.5e-05
1279, 0.016495, 0.001505, 9.5e-05
1280, 0.016495, 0.001505, 9.5e-05
1281, 0.016495, 0.001505, 9.5e-05
1282, 0.016495, 0.001505, 9.5e-05
1283, 0.016495, 0.001505, 9.5e-05
1284, 0.016495, 0.001505, 9.5e-05
1285, 0.016495, 0.001505, 9.5e-05
1286, 0.016495, 0.001505, 9.5e-05
1287, 0.016495, 0.001505, 9.5e-05
1288, 0.016495, 0.001505, 9.5e-05
1289, 0.016495, 0.001505, 9.5e-05
1290, 0.016495, 0.001505, 9.5e-05
1291, 0.016495, 0.001505, 9.5e-05
1292, 0.016495, 0.001505, 9.5e-05
1293, 0.016495, 0.001505, 9.5e-05
1294, 0.016495, 0.001505, 9.5e-05
1295, 0.016495, 0.001505, 9.5e-05
1296, 0.016495, 0.001505, 9.5e-05
1297, 0.016495, 0.001505, 9.5e-05
1298, 0.016495, 0.001505, 9.5e-05
1299, 0.016495, 0.001505, 9.5e-05
1300, 0.016495, 0.001505, 9.5e-05
1301, 0.016495, 0.001505, 9.5e-05
1302, 0.016495, 0.001505, 9.5e-05
1303, 0.016495, 0.001505, 9.5e-05
1304, 0.016495, 0.001505, 9.5e-05
1305, 0.016495, 0.001505, 9.5e-05
1306, 0.016495, 0.001505, 9.5e-05
1307, 0.016495, 0.001505, 9.5e-05
1308, 0.016495, 0.001505, 9.5e-05
1309, 0.016495, 0.001505, 9.5e-05
1310, 0.016495, 0.001505, 9.5e-05
1311, 0.016495, 0.001505, 9.5e-05
1312, 0.016495, 0.001505, 9.5e-05
1313, 0.016495, 0.001505, 9.5e-05
1314, 0.016495, 0.001505, 9.5e-05
1315, 0.016495, 0.001505, 9.5e-05
1316, 0.016495, 0.001505, 9.5e-05
1317, 0.016495, 0.001505, 9.5e-05
1318, 0.016495, 0.001505, 9.5e-05
1319, 0.016495, 0.001505, 9.5e-05
1320, 0.016495, 0.001505, 9.5e-05
1321, 0.016495, 0.001505, 9.5e-05
1322, 0.016495, 0.001505, 9.5e-05
1323, 0.016495, 0.001505, 9.5e-05
1324, 0.016495, 0.001505, 9.5e-05
1325, 0.016495, 0.001505, 9.5e-05
1326, 0.016495, 0.001505, 9.5e-05
1327, 0.016495, 0.001505, 9.5e-05
1328, 0.016495, 0.001505, 9.5e-05
1329, 0.016495, 0.001505, 9.5e-05
1330, 0.016495, 0.001505, 9.5e-05
1331, 0.016495, 0.001505, 9.5e-05
1332, 0.016495, 0.001505, 9.5e-05
1333, 0.016495, 0.001505, 9.5e-05
1334, 0.016495, 0.001505, 9.5e-05
1335, 0.016495, 0.001505, 9.5e-05
1336, 0.016495, 0.001505, 9.5e-05
1337, 0.016495, 0.001505, 9.5e-05
1338, 0.016495, 0.001505, 9.5e-05
1339, 0.016495, 0.001505, 9.5e-05
1340, 0.016495, 0.001505, 9.5e-05
1341, 0.016495, 0.001505, 9.5e-05
1342, 0.016495, 0.001505, 9.5e-05
1343, 0.016495, 0.001505, 9.5e-05
1344, 0.016495, 0.001505, 9.5e-05
1345, 0.016495, 0.001505, 9.5e-05
1346, 0.016495, 0.001505, 9.5e-05
1347, 0.016495, 0.001505, 9.5e-05
1348, 0.016495, 0.001505, 9.5e-05
1349, 0.016495, 0.001505, 9.5e-05
1350, 0.016495, 0.001505, 9.5e-05
1351, 0.016495, 0.001505, 9.5e-05
1352, 0.016495, 0.001505, 9.5e-05
1353, 0.016495, 0.001505, 9.5e-05
1354, 0.016495, 0.001505, 9.5e-05
1355, 0.016495, 0.001505, 9.5e-05
1356, 0.016495, 0.001505, 9.5e-05
1357, 0.016495, 0.001505, 9.5e-05
1358, 0.016495, 0.001505, 9.5e-05
1359, 0.016495, 0.001505, 9.5e-05
1360, 0.016495, 0.001505, 9.5e-05
1361, 0.016495, 0.001505, 9.5e-05
1362, 0.016495, 0.001505, 9.5e-05
1363, 0.016495, 0.001505, 9.5e-05
1364, 0.016495, 0.001505, 9.5e-05
1365, 0.016495, 0.001505, 9.5e-05
1366, 0.016495, 0.001505, 9.5e-05
1367, 0.016495, 0.001505, 9.5e-05
1368, 0.016495, 0.001505, 9.5e-05
1369, 0.016495, 0.001505, 9.5e-05
1370, 0.016495, 0.001505, 9.5e-05
1371, 0.016495, 0.001505, 9.5e-05
1372, 0.016495, 0.001505, 9.5e-05
1373, 0.016495, 0.001505, 9.5e-05
1374, 0.016495, 0.001505, 9.5e-05
1375, 0.016495, 0.001505, 9.5e-05
1376, 0.016495, 0.001505, 9.5e-05
1377, 0.016495, 0.001505, 9.5e-05
1378, 0.016495, 0.001505, 9.5e-05
1379, 0.016495, 0.001505, 9.5e-05
1380, 0.016495, 0.001505, 9.5e-05
1381, 0.016495, 0.001505, 9.5e-05
1382, 0.016495, 0.001505, 9.5e-05
1383, 0.016495, 0.001505, 9.5e-05
1384, 0.016495, 0.001505, 9.5e-05
1385, 0.016495, 0.001505, 9.5e-05
1386, 0.016495, 0.001505, 9.5e-05
1387, 0.016495, 0.001505, 9.5e-05
1388, 0.016495, 0.001505, 9.5e-05
1389, 0.016495, 0.001505, 9.5e-05
1390, 0.016495, 0.001505, 9.5e-05
1391, 0.016495, 0.001505, 9.5e-05
1392, 0.016495, 0.001505, 9.5e-05
1393, 0.016495, 0.001505, 9.5e-05
1394, 0.016495, 0.001505, 9.5e-05
1395, 0.016495, 0.001505, 9.5e-05
1396, 0.016495, 0.001505, 9.5e-05
1397, 0.016495, 0.001505, 9.5e-05
1398, 0.016495, 0.001505, 9.5e-05
1399, 0.016495, 0.001505, 9.5e-05
1400, 0.016495, 0.001505, 9.5e-05
1401, 0.016495, 0.001505, 9.5e-05
1402, 0.016495, 0.001505, 9.5e-05
1403, 0.016495, 0.001505, 9.5e-05
1404, 0.016495, 0.001505, 9.5e-05
1405, 0.016495, 0.001505, 9.5e-05
1406, 0.016495, 0.001505, 9.5e-05
1407, 0.016495, 0.001505, 9.5e-05
1408, 0.016495, 0.001505, 9.5e-05
1409, 0.016495, 0.001505, 9.5e-05
1410, 0.016495, 0.001505, 9.5e-05
1411, 0.016495, 0.001505, 9.5e-05
1412, 0.016495, 0.001505, 9.5e-05
1413, 0.016495, 0.001505, 9.5e-05
1414, 0.016495, 0.001505, 9.5e-05
1415, 0.016495, 0.001505, 9.5e-05
1416, 0.016495, 0.001505, 9.5e-05
1417, 0.016495, 0.001505, 9.5e-05
1418, 0.016495, 0.001505, 9.5e-05
1419, 0.016495, 0.001505, 9.5e-05
1420, 0.016495, 0.001505, 9.5e-05
1421, 0.016495, 0.001505, 9.5e-05
1422, 0.016495, 0.001505, 9.5e-05
1423, 0.016495, 0.001505, 9.5e-05
1424, 0.016495, 0.001505, 9.5e-05
1425, 0.016495, 0.001505, 9.5e-05
1426, 0.016495, 0.001505, 9.5e-05
1427, 0.016495, 0.001505, 9.5e-05
1428, 0.016495, 0.001505, 9.5e-05
1429, 0.016495, 0.001505, 9.5e-05
1430, 0.016495, 0.001505, 9.5e-05
1431, 0.016495, 0.001505, 9.5e-05
1432, 0.016495, 0.001505, 9.5e-05
1433, 0.016495, 0.001505, 9.5e-05
1434, 0.016495, 0.001505, 9.5e-05
1435, 0.016495, 0.001505, 9.5e-05
1436, 0.016495, 0.001505, 9.5e-05
1437, 0.016495, 0.001505, 9.5e-05
1438, 0.016495, 0.001505, 9.5e-05
1439, 0.016495, 0.001505, 9.5e-05
1440, 0.016495, 0.001505, 9.5e-05
1441, 0.016495, 0.001505, 9.5e-05
1442, 0.016495, 0.001505, 9.5e-05
1443, 0.016495, 0.001505, 9.5e-05
1444, 0.016495, 0.001505, 9.5e-05
1445, 0.016495, 0.001505, 9.5e-05
1446, 0.016495, 0.001505, 9.5e-05
1447, 0.016495, 0.001505, 9.5e-05
1448, 0.016495, 0.001505, 9.5e-05
1449, 0.016495, 0.001505, 9.5e-05
1450, 0.016495, 0.001505, 9.5e-05
1451, 0.016495, 0.001505, 9.5e-05
1452, 0.016495, 0.001505, 9.5e-05
1453, 0.016495, 0.001505, 9.5e-05
1454, 0.016495, 0.001505, 9.5e-05
1455, 0.016495, 0.001505, 9.5e-05
1456, 0.016495, 0.001505, 9.5e-05
1457, 0.016495, 0.001505, 9.5e-05
1458, 0.016495, 0.001505, 9.5e-05
1459, 0.016495, 0.001505, 9.5e-05
1460, 0.016495, 0.001505, 9.5e-05
1461, 0.016495, 0.001505, 9.5e-05
1462, 0.016495, 0.001505, 9.5e-05
1463, 0.016495, 0.001505, 9.5e-05
1464, 0.016495, 0.001505, 9.5e-05
1465, 0.016495, 0.001505, 9.5e-05
1466, 0.016495, 0.001505, 9.5e-05
1467, 0.016495, 0.001505, 9.5e-05
1468, 0.016495, 0.001505, 9.5e-05
1469, 0.016495, 0.001505, 9.5e-05
1470, 0.016495, 0.001505, 9.5e-05
1471, 0.016495, 0.001505, 9.5e-05
1472, 0.016495, 0.001505, 9.5e-05
1473, 0.016495, 0.001505, 9.5e-05
1474, 0.016495, 0.001505, 9.5e-05
1475, 0.016495, 0.001505, 9.5e-05
1476, 0.016495, 0.001505, 9.5e-05
1477, 0.016495, 0.001505, 9.5e-05
1478, 0.016495, 0.001505, 9.5e-05
1479, 0.016495, 0.001505, 9.5e-05
1480, 0.016495, 0.001505, 9.5e-05
1481, 0.016495, 0.001505, 9.5e-05
1482, 0.016495, 0.001505, 9.5e-05
1483, 0.016495, 0.001505, 9.5e-05
1484, 0.016495, 0.001505, 9.5e-05
1485, 0.016495, 0.001505, 9.5e-05
1486, 0.016495, 0.001505, 9.5e-05
1487, 0.016495, 0.001505, 9.5e-05
1488, 0.016495, 0.001505, 9.5e-05
1489, 0.016495, 0.001505, 9.5e-05
1490, 0.016495, 0.001505, 9.5e-05
1491, 0.016495, 0.001505, 9.5e-05
1492, 0.016495, 0.001505, 9.5e-05
1493, 0.016495, 0.001505, 9.5e-05
1494, 0.016495, 0.001505, 9.5e-05
1495, 0.016495, 0.001505, 9.5e-05
1496, 0.016495, 0.001505, 9.5e-05
1497, 0.016495, 0.001505, 9.5e-05
1498, 0.016495, 0.001505, 9.5e-05
1499, 0.016495, 0.001505, 9.5e-05
1500, 0.016495, 0.001505, 9.5e-05
1501, 0.016495, 0.001505, 9.5e-05
1502, 0.016495, 0.001505, 9.5e-05
1503, 0.016495, 0.001505, 9.5e-05
1504, 0.016495, 0.001505, 9.5e-05
1505, 0.016495, 0.001505, 9.5e-05
1506, 0.016495, 0.001505, 9.5e-05
1507, 0.016495, 0.001505, 9.5e-05
1508, 0.016495, 0.001505, 9.5e-05
1509, 0.016495, 0.001505, 9.5e-05
1510, 0.016495, 0.001505, 9.5e-05
1511, 0.016495, 0.001505, 9.5e-05
1512, 0.016495, 0.001505, 9.5e-05
1513, 0.016495, 0.001505, 9.5e-05
1514, 0.016495, 0.001505, 9.5e-05
1515, 0.016495, 0.001505, 9.5e-05
1516, 0.016495, 0.001505, 9.5e-05
1517, 0.016495, 0.001505, 9.5e-05
1518, 0.016495, 0.001505, 9.5e-05
1519, 0.016495, 0.001505, 9.5e-05
1520, 0.016495, 0.001505, 9.5e-05
1521, 0.016495, 0.001505, 9.5e-05
1522, 0.016495, 0.001505, 9.5e-05
1523, 0.016495, 0.001505, 9.5e-05
1524, 0.016495, 0.001505, 9.5e-05
1525, 0.016495, 0.001505, 9.5e-05
1526, 0.016495, 0.001505, 9.5e-05
1527, 0.016495, 0.001505, 9.5e-05
1528, 0.016495, 0.001505, 9.5e-05
1529, 0.016495, 0.001505, 9.5e-05
1530, 0.016495, 0.001505, 9.5e-05
1531, 0.016495, 0.001505, 9.5e-05
1532, 0.016495, 0.001505, 9.5e-05
1533, 0.016495, 0.001505, 9.5e-05
1534, 0.016495, 0.001505, 9.5e-05
1535, 0.016495, 0.001505, 9.5e-05
1536, 0.016495, 0.001505, 9.5e-05
1537, 0.016495, 0.001505, 9.5e-05
1538, 0.016495, 0.001505, 9.5e-05
1539, 0.016495, 0.001505, 9.5e-05
1540, 0.016495, 0.001505, 9.5e-05
1541, 0.016495, 0.001505, 9.5e-05
1542, 0.016495, 0.001505, 9.5e-05
1543, 0.016495, 0.001505, 9.5e-05
1544, 0.016495, 0.001505, 9.5e-05
1545, 0.016495, 0.001505, 9.5e-05
1546, 0.016495, 0.001505, 9.5e-05
1547, 0.016495, 0.001505, 9.5e-05
1548, 0.016495, 0.001505, 9.5e-05
1549, 0.016495, 0.001505, 9.5e-05
1550, 0.016495, 0.001505, 9.5e-05
1551, 0.016495, 0.001505, 9.5e-05
1552, 0.016495, 0.001505, 9.5e-05
1553, 0.016495, 0.001505, 9.5e-05
1554, 0.016495, 0.001505, 9.5e-05
1555, 0.016495, 0.001505, 9.5e-05
1556, 0.016495, 0.001505, 9.5e-05
1557, 0.016495, 0.001505, 9.5e-05
1558, 0.016495, 0.001505, 9.5e-05
1559, 0.016495, 0.001505, 9.5e-05
1560, 0.016495, 0.001505, 9.5e-05
1561, 0.016495, 0.001505, 9.5e-05
1562, 0.016495, 0.001505, 9.5e-05
1563, 0.016495, 0.001505, 9.5e-05
1564, 0.016495, 0.001505, 9.5e-05
1565, 0.016495, 0.001505, 9.5e-05
1566, 0.016495, 0.001505, 9.5e-05
1567, 0.016495, 0.001505, 9.5e-05
1568, 0.016495, 0.001505, 9.5e-05
1569, 0.016495, 0.001505, 9.5e-05
1570, 0.016495, 0.001505, 9.5e-05
1571, 0.016495, 0.001505, 9.5e-05
1572, 0.016495, 0.001505, 9.5e-05
1573, 0.016495, 0.001505, 9.5e-05
1574, 0.016495, 0.001505, 9.5e-05
1575, 0.016495, 0.001505, 9.5e-05
1576, 0.016495, 0.001505, 9.5e-05
1577, 0.016495, 0.001505, 9.5e-05
1578, 0.016495, 0.001505, 9.5e-05
1579, 0.016495, 0.001505, 9.5e-05
1580, 0.016495, 0.001505, 9.5e-05
1581, 0.016495, 0.001505, 9.5e-05
1582, 0.016495, 0.001505, 9.5e-05
1583, 0.016495, 0.001505, 9.5e-05
1584, 0.016495, 0.001505, 9.5e-05
1585, 0.016495, 0.001505, 9.5e-05
1586, 0.016495, 0.001505, 9.5e-05
1587, 0.016495, 0.001505, 9.5e-05
1588, 0.016495, 0.001505, 9.5e-05
1589, 0.016495, 0.001505, 9.5e-05
1590, 0.016495, 0.001505, 9.5e-05
1591, 0.016495, 0.001505, 9.5e-05
1592, 0.016495, 0.001505, 9.5e-05
1593, 0.016495, 0.001505, 9.5e-05
1594, 0.016495, 0.001505, 9.5e-05
1595, 0.016495, 0.001505, 9.5e-05
1596, 0.016495, 0.001505, 9.5e-05
1597, 0.016495, 0.001505, 9.5e-05
1598, 0.016495, 0.001505, 9.5e-05
1599, 0.016495, 0.001505, 9.5e-05
1600, 0.016495, 0.001505, 9.5e-05
1601, 0.016495, 0.001505, 9.5e-05
1602, 0.016495, 0.001505, 9.5e-05
1603, 0.016495, 0.001505, 9.5e-05
1604, 0.016495, 0.001505, 9.5e-05
1605, 0.016495, 0.001505, 9.5e-05
1606, 0.016495, 0.001505, 9.5e-05
1607, 0.016495, 0.001505, 9.5e-05
1608, 0.016495, 0.001505, 9.5e-05
1609, 0.016495, 0.001505, 9.5e-05
1610, 0.016495, 0.001505, 9.5e-05
1611, 0.016495, 0.001505, 9.5e-05
1612, 0.016495, 0.001505, 9.5e-05
1613, 0.016495, 0.001505, 9.5e-05
1614, 0.016495, 0.001505, 9.5e-05
1615, 0.016495, 0.001505, 9.5e-05
1616, 0.016495, 0.001505, 9.5e-05
1617, 0.016495, 0.001505, 9.5e-05
1618, 0.016495, 0.001505, 9.5e-05
1619, 0.016495, 0.001505, 9.5e-05
1620, 0.016495, 0.001505, 9.5e-05
1621, 0.016495, 0.001505, 9.5e-05
1622, 0.016495, 0.001505, 9.5e-05
1623, 0.016495, 0.001505, 9.5e-05
1624, 0.016495, 0.001505, 9.5e-05
1625, 0.016495, 0.001505, 9.5e-05
1626, 0.016495, 0.001505, 9.5e-05
1627, 0.016495, 0.001505, 9.5e-05
1628, 0.016495, 0.001505, 9.5e-05
1629, 0.016495, 0.001505, 9.5e-05
1630, 0.016495, 0.001505, 9.5e-05
1631, 0.016495, 0.001505, 9.5e-05
1632, 0.016495, 0.001505, 9.5e-05
1633, 0.016495, 0.001505, 9.5e-05
1634, 0.016495, 0.001505, 9.5e-05
1635, 0.016495, 0.001505, 9.5e-05
1636, 0.016495, 0.001505, 9.5e-05
1637, 0.016495, 0.001505, 9.5e-05
1638, 0.016495, 0.001505, 9.5e-05
1639, 0.016495, 0.001505, 9.5e-05
1640, 0.016495, 0.001505, 9.5e-05
1641, 0.016495, 0.001505, 9.5e-05
1642, 0.016495, 0.001505, 9.5e-05
1643, 0.016495, 0.001505, 9.5e-05
1644, 0.016495, 0.001505, 9.5e-05
1645, 0.016495, 0.001505, 9.5e-05
1646, 0.016495, 0.001505, 9.5e-05
1647, 0.016495, 0.001505, 9.5e-05
1648, 0.016495, 0.001505, 9.5e-05
1649, 0.016495, 0.001505, 9.5e-05
1650, 0.016495, 0.001505, 9.5e-05
1651, 0.016495, 0.001505, 9.5e-05
1652, 0.016495, 0.001505, 9.5e-05
1653, 0.016495, 0.001505, 9.5e-05
1654, 0.016495, 0.001505, 9.5e-05
1655, 0.016495, 0.001505, 9.5e-05
1656, 0.016495, 0.001505, 9.5e-05
1657, 0.016495, 0.001505, 9.5e-05
1658, 0.016495, 0.001505, 9.5e-05
1659, 0.016495, 0.001505, 9.5e-05
1660, 0.016495, 0.001505, 9.5e-05
1661, 0.016495, 0.001505, 9.5e-05
1662, 0.016495, 0.001505, 9.5e-05
1663, 0.016495, 0.001505, 9.5e-05
1664, 0.016495, 0.001505, 9.5e-05
1665, 0.016495, 0.001505, 9.5e-05
1666, 0.016495, 0.001505, 9.5e-05
1667, 0.016495, 0.001505, 9.5e-05
1668, 0.016495, 0.001505, 9.5e-05
1669, 0.016495, 0.001505, 9.5e-05
1670, 0.016495, 0.001505, 9.5e-05
1671, 0.016495, 0.001505, 9.5e-05
1672, 0.016495, 0.001505, 9.5e-05
1673, 0.016495, 0.001505, 9.5e-05
1674, 0.016495, 0.001505, 9.5e-05
1675, 0.016495, 0.001505, 9.5e-05
1676, 0.016495, 0.001505, 9.5e-05
1677, 0.016495, 0.001505, 9.5e-05
1678, 0.016495, 0.001505, 9.5e-05
1679, 0.016495, 0.001505, 9.5e-05
1680, 0.016495, 0.001505, 9.5e-05
1681, 0.016495, 0.001505, 9.5e-05
1682, 0.016495, 0.001505, 9.5e-05
1683, 0.016495, 0.001505, 9.5e-05
1684, 0.016495, 0.001505, 9.5e-05
1685, 0.016495, 0.001505, 9.5e-05
1686, 0.016495, 0.001505, 9.5e-05
1687, 0.016495, 0.001505, 9.5e-05
1688, 0.016495, 0.001505, 9.5e-05
1689, 0.016495, 0.001505, 9.5e-05
1690, 0.016495, 0.001505, 9.5e-05
1691, 0.016495, 0.001505, 9.5e-05
1692, 0.016495, 0.001505, 9.5e-05
1693, 0.016495, 0.001505, 9.5e-05
1694, 0.016495, 0.001505, 9.5e-05
1695, 0.016495, 0.001505, 9.5e-05
1696, 0.016495, 0.001505, 9.5e-05
1697, 0.016495, 0.001505, 9.5e-05
1698, 0.016495, 0.001505, 9.5e-05
1699, 0.016495, 0.001505, 9.5e-05
1700, 0.016495, 0.001505, 9.5e-05
1701, 0.016495, 0.001505, 9.5e-05
1702, 0.016495, 0.001505, 9.5e-05
1703, 0.016495, 0.001505, 9.5e-05
1704, 0.016495, 0.001505, 9.5e-05
1705, 0.016495, 0.001505, 9.5e-05
1706, 0.016495, 0.001505, 9.5e-05
1707, 0.016495, 0.001505, 9.5e-05
1708, 0.016495, 0.001505, 9.5e-05
1709, 0.016495, 0.001505, 9.5e-05
1710, 0.016495, 0.001505, 9.5e-05
1711, 0.016495, 0.001505, 9.5e-05
1712, 0.016495, 0.001505, 9.5e-05
1713, 0.016495, 0.001505, 9.5e-05
1714, 0.016495, 0.001505, 9.5e-05
1715, 0.016495, 0.001505, 9.5e-05
1716, 0.016495, 0.001505, 9.5e-05
1717, 0.016495, 0.001505, 9.5e-05
1718, 0.016495, 0.001505, 9.5e-05
1719, 0.016495, 0.001505, 9.5e-05
1720, 0.016495, 0.001505, 9.5e-05
1721, 0.016495, 0.001505, 9.5e-05
1722, 0.016495, 0.001505, 9.5e-05
1723, 0.016495, 0.001505, 9.5e-05
1724, 0.016495, 0.001505, 9.5e-05
1725, 0.016495, 0.001505, 9.5e-05
1726, 0.016495, 0.001505, 9.5e-05
1727, 0.016495, 0.001505, 9.5e-05
1728, 0.016495, 0.001505, 9.5e-05
1729, 0.016495, 0.001505, 9.5e-05
1730, 0.016495, 0.001505, 9.5e-05
1731, 0.016495, 0.001505, 9.5e-05
1732, 0.016495, 0.001505, 9.5e-05
1733, 0.016495, 0.001505, 9.5e-05
1734, 0.016495, 0.001505, 9.5e-05
1735, 0.016495, 0.001505, 9.5e-05
1736, 0.016495, 0.001505, 9.5e-05
1737, 0.016495, 0.001505, 9.5e-05
1738, 0.016495, 0.001505, 9.5e-05
1739, 0.016495, 0.001505, 9.5e-05
1740, 0.016495, 0.001505, 9.5e-05
1741, 0.016495, 0.001505, 9.5e-05
1742, 0.016495, 0.001505, 9.5e-05
1743, 0.016495, 0.001505, 9.5e-05
1744, 0.016495, 0.001505, 9.5e-05
1745, 0.016495, 0.001505, 9.5e-05
1746, 0.016495, 0.001505, 9.5e-05
1747, 0.016495, 0.001505, 9.5e-05
1748, 0.016495, 0.001505, 9.5e-05
1749, 0.016495, 0.001505, 9.5e-05
1750, 0.016495, 0.001505, 9.5e-05
1751, 0.016495, 0.001505, 9.5e-05
1752, 0.016495, 0.001505, 9.5e-05
1753, 0.016495, 0.001505, 9.5e-05
1754, 0.016495, 0.001505, 9.5e-05
1755, 0.016495, 0.001505, 9.5e-05
1756, 0.016495, 0.001505, 9.5e-05
1757, 0.016495, 0.001505, 9.5e-05
1758, 0.016495, 0.001505, 9.5e-05
1759, 0.016495, 0.001505, 9.5e-05
1760, 0.016495, 0.001505, 9.5e-05
1761, 0.016495, 0.001505, 9.5e-05
1762, 0.016495, 0.001505, 9.5e-05
1763, 0.016495, 0.001505, 9.5e-05
1764, 0.016495, 0.001505, 9.5e-05
1765, 0.016495, 0.001505, 9.5e-05
1766, 0.016495, 0.001505, 9.5e-05
1767, 0.016495, 0.001505, 9.5e-05
1768, 0.016495, 0.001505, 9.5e-05
1769, 0.016495, 0.001505, 9.5e-05
1770, 0.016495, 0.001505, 9.5e-05
1771, 0.016495, 0.001505, 9.5e-05
1772, 0.016495, 0.001505, 9.5e-05
1773, 0.016495, 0.001505, 9.5e-05
1774, 0.016495, 0.001505, 9.5e-05
1775, 0.016495, 0.001505, 9.5e-05
1776, 0.016495, 0.001505, 9.5e-05
1777, 0.016495, 0.001505, 9.5e-05
1778, 0.016495, 0.001505, 9.5e-05
1779, 0.016495, 0.001505, 9.5e-05
1780, 0.016495, 0.001505, 9.5e-05
1781, 0.016495, 0.001505, 9.5e-05
1782, 0.016495, 0.001505, 9.5e-05
1783, 0.016495, 0.001505, 9.5e-05
1784, 0.016495, 0.001505, 9.5e-05
1785, 0.016495, 0.001505, 9.5e-05
1786, 0.016495, 0.001505, 9.5e-05
1787, 0.016495, 0.001505, 9.5e-05
1788, 0.016495, 0.001505, 9.5e-05
1789, 0.016495, 0.001505, 9.5e-05
1790, 0.016495, 0.001505, 9.5e-05
1791, 0.016495, 0.001505, 9.5e-05
1792, 0.016495, 0.001505, 9.5e-05
1793, 0.016495, 0.001505, 9.5e-05
1794, 0.016495, 0.001505, 9.5e-05
1795, 0.016495, 0.001505, 9.5e-05
1796, 0.016495, 0.001505, 9.5e-05
1797, 0.016495, 0.001505, 9.5e-05
1798, 0.016495, 0.001505, 9.5e-05
1799, 0.016495, 0.001505, 9.5e-05
1800, 0.016495, 0.001505, 9.5e-05
1801, 0.016495, 0.001505, 9.5e-05
1802, 0.016495, 0.001505, 9.5e-05
1803, 0.016495, 0.001505, 9.5e-05
1804, 0.016495, 0.001505, 9.5e-05
1805, 0.016495, 0.001505, 9.5e-05
1806, 0.016495, 0.001505, 9.5e-05
1807, 0.016495, 0.001505, 9.5e-05
1808, 0.016495, 0.001505, 9.5e-05
1809, 0.016495, 0.001505, 9.5e-05
1810, 0.016495, 0.001505, 9.5e-05
1811, 0.016495, 0.001505, 9.5e-05
1812, 0.016495, 0.001505, 9.5e-05
1813, 0.016495, 0.001505, 9.5e-05
1814, 0.016495, 0.001505, 9.5e-05
1815, 0.016495, 0.001505, 9.5e-05
1816, 0.016495, 0.001505, 9.5e-05
1817, 0.016495, 0.001505, 9.5e-05
1818, 0.016495, 0.001505, 9.5e-05
1819, 0.016495, 0.001505, 9.5e-05
1820, 0.016495, 0.001505, 9.5e-05
1821, 0.016495, 0.001505, 9.5e-05
1822, 0.016495, 0.001505, 9.5e-05
1823, 0.016495, 0.001505, 9.5e-05
1824, 0.016495, 0.001505, 9.5e-05
1825, 0.016495, 0.001505, 9.5e-05
1826, 0.016495, 0.001505, 9.5e-05
1827, 0.016495, 0.001505, 9.5e-05
1828, 0.016495, 0.001505, 9.5e-05
1829, 0.016495, 0.001505, 9.5e-05
1830, 0.016495, 0.001505, 9.5e-05
1831, 0.016495, 0.001505, 9.5e-05
1832, 0.016495, 0.001505, 9.5e-05
1833, 0.016495, 0.001505, 9.5e-05
1834, 0.016495, 0.001505, 9.5e-05
1835, 0.016495, 0.001505, 9.5e-05
1836, 0.016495, 0.001505, 9.5e-05
1837, 0.016495, 0.001505, 9.5e-05
1838, 0.016495, 0.001505, 9.5e-05
1839, 0.016495, 0.001505, 9.5e-05
1840, 0.016495, 0.001505, 9.5e-05
1841, 0.016495, 0.001505, 9.5e-05
1842, 0.016495, 0.001505, 9.5e-05
1843, 0.016495, 0.001505, 9.5e-05
1844, 0.016495, 0.001505, 9.5e-05
1845, 0.016495, 0.001505, 9.5e-05
1846, 0.016495, 0.001505, 9.5e-05
1847, 0.016495, 0.001505, 9.5e-05
1848, 0.016495, 0.001505, 9.5e-05
1849, 0.016495, 0.001505, 9.5e-05
1850, 0.016495, 0.001505, 9.5e-05
1851, 0.016495, 0.001505, 9.5e-05
1852, 0.016495, 0.001505, 9.5e-05
1853, 0.016495, 0.001505, 9.5e-05
1854, 0.016495, 0.001505, 9.5e-05
1855, 0.016495, 0.001505, 9.5e-05
1856, 0.016495, 0.001505, 9.5e-05
1857, 0.016495, 0.001505, 9.5e-05
1858, 0.016495, 0.001505, 9.5e-05
1859, 0.016495, 0.001505, 9.5e-05
1860, 0.016495, 0.001505, 9.5e-05
1861, 0.016495, 0.001505, 9.5e-05
1862, 0.016495, 0.001505, 9.5e-05
1863, 0.016495, 0.001505, 9.5e-05
1864, 0.016495, 0.001505, 9.5e-05
1865, 0.016495, 0.001505, 9.5e-05
1866, 0.016495, 0.001505, 9.5e-05
1867, 0.016495, 0.001505, 9.5e-05
1868, 0.016495, 0.001505, 9.5e-05
1869, 0.016495, 0.001505, 9.5e-05
1870, 0.016495, 0.001505, 9.5e-05
1871, 0.016495, 0.001505, 9.5e-05
1872, 0.016495, 0.001505, 9.5e-05
1873, 0.016495, 0.001505, 9.5e-05
1874, 0.016495, 0.001505, 9.5e-05
1875, 0.016495, 0.001505, 9.5e-05
1876, 0.016495, 0.001505, 9.5e-05
1877, 0.016495, 0.001505, 9.5e-05
1878, 0.016495, 0.001505, 9.5e-05
1879, 0.016495, 0.001505, 9.5e-05
1880, 0.016495, 0.001505, 9.5e-05
1881, 0.016495, 0.001505, 9.5e-05
